estacion;latitud;altitud;a�o;mes;dia;precipitacion
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;9;0.2
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;19;0.8
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;30;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;7;31;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;2;0.4
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;3;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;8;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;9;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;10;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;11;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;12;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;13;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;14;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;15;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;16;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;17;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;18;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;19;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;20;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;21;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;22;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;23;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;24;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;25;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;26;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;27;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;28;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;29;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;7;31;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;2;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;3;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;8;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;9;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;10;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;11;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;12;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;13;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;14;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;15;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;16;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;17;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;18;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;19;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;20;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;21;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;22;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;23;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;24;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;25;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;26;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;27;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;28;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;29;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;7;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;30;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;7;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;30;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;7;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;30;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;8;31;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;2;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;3;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;8;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;9;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;10;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;11;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;12;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;13;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;14;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;15;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;16;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;17;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;18;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;19;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;20;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;21;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;22;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;23;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;24;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;25;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;26;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;27;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;28;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;29;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;8;31;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;2;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;3;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;8;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;9;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;10;1.6
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;11;14.8
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;12;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;13;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;14;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;15;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;16;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;17;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;18;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;19;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;20;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;21;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;22;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;23;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;24;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;25;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;26;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;27;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;28;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;29;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;8;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;30;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2019;8;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;25;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;30;0.2
 Caldera  Ad.;27&deg 15' 16'' S;197;2020;8;31;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;1;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;2;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;3;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;4;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;5;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;6;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;7;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;8;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;9;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;10;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;11;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;12;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;13;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;14;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;15;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;16;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;17;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;18;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;19;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;20;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;21;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;22;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;23;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;24;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;25;0.4
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;26;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;27;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;28;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;29;0.0
 Caldera  Ad.;27&deg 15' 16'' S;197;2013;9;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;2;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;3;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;8;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;9;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;10;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;11;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;12;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;13;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;14;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;15;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;16;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;17;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;18;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;19;0.4
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;20;0.6
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;21;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;22;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;23;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;24;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;25;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;26;0.4
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;27;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;28;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;29;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2016;9;30;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;1;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;2;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;3;0.2
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;4;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;5;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;6;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;7;0.0
 Caldera  Ad.;27&deg 15' 50'' S;204;2017;9;8;0.0
